latitude,longitude,pos_score,neg_score,pos_norm,neg_norm,survival_score
40.49,-74.26,805.9235610459485,0,0.7622855171920575,0.0,76.44734426620934
40.49,-74.24836734693878,820.3030463999321,0,0.7800378965092425,0.0,78.22767751746177
40.49,-74.23673469387755,782.9248955104729,0,0.7338922176876543,0.0,73.59986482036828
40.49,-74.22510204081632,764.5958311474992,0,0.711263834606443,0.0,71.33053167342725
40.49,-74.21346938775511,729.8405538338029,0,0.6683562582253616,0.0,67.02745862631494
40.49,-74.20183673469388,722.9836192857039,0,0.6598909411396398,0.0,66.17849718735354
40.49,-74.19020408163266,688.7247955573658,0,0.6175962679427612,0.0,61.93689037522523
40.49,-74.17857142857143,674.3942881382807,0,0.5999043549675269,0.0,60.162621113325045
40.49,-74.1669387755102,646.050587689528,0,0.5649122735937988,0.0,56.65336948642496
40.49,-74.15530612244898,608.2335071619227,0,0.5182247085198097,0.0,51.97121263093395
40.49,-74.14367346938776,568.2561631935883,0,0.46887016232091927,0.0,47.02159218127965
40.49,-74.13204081632654,530.3933794324274,0,0.42212617372980643,0.0,42.333776779297885
40.49,-74.12040816326531,518.4695984087369,0,0.40740551590258,0.0,40.857485847143764
40.49,-74.10877551020408,502.53850510544595,0,0.3877375789566211,0.0,38.885047026251144
40.49,-74.09714285714286,483.0964232392725,0,0.3637351057451261,0.0,36.47791047248488
40.49,-74.08551020408163,461.8717427894202,0,0.3375319024345544,0.0,33.85006925133775
40.49,-74.07387755102042,440.16089654715887,0,0.31072849686740517,0.0,31.16203553341204
40.49,-74.06224489795919,420.9197623038271,0,0.286974106138402,0.0,28.779778432970993
40.49,-74.05061224489796,410.5741595163629,0,0.27420180863075083,0.0,27.49888275462394
40.49,-74.03897959183674,398.5738668313161,0,0.25938669234404904,0.0,26.01311886488698
40.49,-74.02734693877551,404.0194071065896,0,0.26610955440579054,0.0,26.68733467890553
40.49,-74.01571428571428,409.06970703467556,0,0.27234446739341683,0.0,27.312615533500118
40.49,-74.00408163265307,412.0489372508314,0,0.2760225145257341,0.0,27.68147592637147
40.49,-73.99244897959184,412.9521840785269,0,0.27713762955993476,0.0,27.793307492095003
40.49,-73.98081632653061,411.48760102130024,0,0.27532950963537794,0.0,27.611976529837772
40.49,-73.96918367346939,407.49025953458164,0,0.2703945400877446,0.0,27.117063131324215
40.49,-73.95755102040816,403.8258876801459,0,0.2658706424990775,0.0,26.66337491531318
40.49,-73.94591836734693,400.78456353874674,0,0.26211593650957055,0.0,26.286826633961123
40.49,-73.93428571428572,398.9106062594748,0,0.2598024183531909,0.0,26.054810788220845
40.49,-73.9226530612245,396.07180414919793,0,0.256297738552248,0.0,25.703336888687208
40.49,-73.91102040816327,399.9131507329636,0,0.2610401225781749,0.0,26.178936458790623
40.49,-73.89938775510204,409.04789279971556,0,0.27231753634797323,0.0,27.309914699159123
40.49,-73.88775510204081,416.0284266333883,0,0.28093544452766145,0.0,28.174179044484752
40.49,-73.87612244897959,420.37868096940207,0,0.2863061071903381,0.0,28.712786807916622
40.49,-73.86448979591837,421.7705094106067,0,0.2880244069642494,0.0,28.88510997476967
40.49,-73.85285714285715,420.0937443857576,0,0.28595433505178947,0.0,28.677508627795945
40.49,-73.84122448979592,415.4808135782767,0,0.28025938175948384,0.0,28.106378722927
40.49,-73.82959183673469,408.2771478556671,0,0.2713660032251442,0.0,27.214488276144337
40.49,-73.81795918367347,398.9682365080944,0,0.2598735665207681,0.0,26.061946026052357
40.49,-73.80632653061224,389.57548411189316,0,0.24827762276721996,0.0,24.89902336226555
40.49,-73.79469387755103,381.9915754017711,0,0.23891481034280362,0.0,23.960054788723884
40.49,-73.7830612244898,373.6215466649263,0,0.22858148328871372,0.0,22.923756193377073
40.49,-73.77142857142857,366.999711181455,0,0.22040641078891718,0.0,22.103902519526272
40.49,-73.75979591836735,362.1135714150055,0,0.21437416384853808,0.0,21.498946439226295
40.49,-73.74816326530612,358.74697906278357,0,0.21021789378937208,0.0,21.08212649327375
40.49,-73.73653061224489,356.53108094821556,0,0.20748222815950665,0.0,20.80777473466508
40.49,-73.72489795918368,353.29468813791374,0,0.2034866976260045,0.0,20.407074877023902
40.49,-73.71326530612245,348.59975540727817,0,0.197690507800628,0.0,19.82579226175782
40.49,-73.70163265306122,342.6503266758608,0,0.1903455637389533,0.0,19.089189696662224
40.49,-73.69,335.77062559967965,0,0.1818521399420175,0.0,18.237409519341107
40.498775510204084,-74.26,894.7603569594191,0,0.8719601306817806,0.0,87.44628461810883
40.498775510204084,-74.24836734693878,929.4533432992349,8,0.9147908049367329,0.001007302946361118,91.69835134608498
40.498775510204084,-74.23673469387755,888.9566353479603,24,0.8647950712264769,0.0030219088390833542,86.59784004263639
40.498775510204084,-74.22510204081632,845.2527403600936,0,0.8108398633477683,0.0,81.31671503670388
40.498775510204084,-74.21346938775511,820.3639013629667,0,0.7801130257896394,0.0,78.23521200924134
40.498775510204084,-74.20183673469388,806.2668881737256,0,0.7627093761308261,0.0,76.4898518168338
40.498775510204084,-74.19020408163266,764.3845440006735,0,0.7110029873311088,0.0,71.3043720770442
40.498775510204084,-74.17857142857143,746.7454951955069,0,0.6892264718665335,0.0,69.12047019632753
40.498775510204084,-74.1669387755102,700.9255093937378,0,0.6326588167497462,0.0,63.44746853551322
40.498775510204084,-74.15530612244898,647.351319563424,0,0.5665181089242655,0.0,56.814413929188646
40.498775510204084,-74.14367346938776,598.1607203024539,0,0.505789219438769,0.0,50.7240944666025
40.498775510204084,-74.13204081632654,574.751948224488,0,0.47688961760688175,0.0,47.82583946821713
40.498775510204084,-74.12040816326531,560.0530080331548,0,0.45874285119532343,0.0,46.00595430984102
40.498775510204084,-74.10877551020408,538.5146770759482,0,0.4321524266009219,0.0,43.339279819368265
40.498775510204084,-74.09714285714286,513.2615638543002,0,0.40097586959526244,0.0,40.21267576787575
40.498775510204084,-74.08551020408163,486.7444044719657,0,0.36823876808007894,0.0,36.92956935516592
40.498775510204084,-74.07387755102042,460.53758489453867,0,0.33588480057827047,0.0,33.684886311600586
40.498775510204084,-74.06224489795919,447.8645162460272,0,0.3202391000387324,0.0,32.11582560080824
40.498775510204084,-74.05061224489796,434.9195537547638,0,0.3042577294448274,0.0,30.513101539962257
40.498775510204084,-74.03897959183674,420.9962999478875,0,0.2870685966751602,0.0,28.78925460748899
40.498775510204084,-74.02734693877551,429.7791585646475,0,0.297911588188117,0.0,29.876665933523338
40.498775510204084,-74.01571428571428,436.0344872609326,0,0.3056341850013167,0.0,30.651142168336897
40.498775510204084,-74.00408163265307,439.67533246453894,0,0.3101290374594172,0.0,31.101917534706153
40.498775510204084,-73.99244897959184,440.8277037773762,0,0.3115517123435404,0.0,31.244593361797918
40.498775510204084,-73.98081632653061,438.99378751448114,0,0.30928762734095383,0.0,31.017535019828806
40.498775510204084,-73.96918367346939,434.21533202269023,0,0.30338832341231514,0.0,30.42591139824291
40.498775510204084,-73.95755102040816,430.1971358246022,0,0.2984276074114766,0.0,29.928415964615972
40.498775510204084,-73.94591836734693,426.77480849940923,0,0.2942025290217579,0.0,29.504695436118556
40.498775510204084,-73.93428571428572,424.80230687506906,0,0.29176735167173196,0.0,29.260478752175175
